mode,entity_type,template,bindings,error
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""원주시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""원주시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""원주시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""청원군""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""대전광역시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""구미시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""창원시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""창원시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""효성전기_부산_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""안산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""서울특별시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""원주시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""원주시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""태진정공 충주지점_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""안성시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""안양시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""원주시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""아산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""동아정공(주)_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""아산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""아산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""대구광역시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""대전광역시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""일광_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""에이치엘클레무브_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""인천광역시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""서산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""주식회사새희망_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""대구광역시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""아산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""계양전기_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""보림(원주)_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""성암산업_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""평택시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""진일써핀_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""상문_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""정읍시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""익산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""111""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""익산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""충청남도""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""위코(WECO)_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""익산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""청원군""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""익산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""222""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""대구광역시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""익산시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""일진제강_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""인천광역시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""부성테크_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""현대제철_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""김해시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""한국로텍_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""대성하이테크_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""평택시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""충주시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""지엔_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""엠디에이치테크_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""엘케이네스트코리아_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""서경물류_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""경상북도 경산시 진량읍""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""www""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""BOLIM SLT S. DE R.L. DE C.V_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""PRIMAX-TMC MEXICO_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""YSM AUTOPARTS S DE RL DE CV_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""ZAROW""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""ELECTROPOLI CZECH REPUBLIC, S.R.O._City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""ELECTROPOLI POLAND SP. Z O.O._City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""STANOWICE""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""ILP SP. Z O.O._City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""KCP SP. Z O. O._City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Seoul""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Seoul""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Asan-si""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Wanju-Gun""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Hwaseong-si""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Seoul""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Seoul""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Gwangmyeong-si""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Hwaseong-si""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Gwangju""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""서울특별시""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Seoul""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Seoul""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Seoul""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Montgomery""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Montgomery""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Beijing""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Beijing""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Poznań""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Poznań""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Detroit, Michigan""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""address""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""종업원대표_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""평택세무서_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""MANDO CORPORATION(MEXICO)_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""MEISTER LOGISTICS_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""FORD MOTOR COMPANY_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""FORD MOTOR COMPANY_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Metro Alloys_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Ceridian_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Agility Logistics GmbH_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""본사관리부서명_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""서울""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""224(송도동, 10-74)""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""506 204호 (삼성동, 경원빌딩)""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""26(수하동, 미래에셋 센터원빌딩이스트타워)""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""ARTEAGA, Coahuila, MEXICO, 25350""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Pyeongtaek-si, Gyenggi-do, Korea""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""ARTEAGA, COAHUILA, MEXICO""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
